respondent_id,age,gender,educ,region,income,q1_policy_likert,q1_support_binary,q2_worry,q3_financial_stress,q4_econ_confidence,support_prob,weight
R0215,18-34,Woman,Bachelor+,West,$40k–$80k,Neither,1,Job loss / automation,4,3,0.4625701546562504,0.31572106838939346
R0216,65+,Woman,Bachelor+,West,Over $80k,Somewhat oppose,0,Job loss / automation,3,1,0.2314752165009823,2.603790818324769
R0217,50-64,Woman,Some college,Midwest,Over $80k,Somewhat oppose,0,Job loss / automation,4,1,0.3429895373265012,2.1854866116674128
R0218,35-49,Man,Bachelor+,Northeast,Over $80k,Neither,0,Healthcare costs,4,1,0.2497398944048823,0.7291893502144638
R0219,18-34,Woman,Some college,West,,Somewhat support,0,Healthcare costs,5,3,0.4378234991142019,0.5713879760084106
R0220,50-64,Woman,Some college,South,$40k–$80k,Neither,1,Wages not keeping up,3,1,0.425557483188341,2.004719100786816
R0221,18-34,Man,Bachelor+,South,,Strongly oppose,0,Housing costs,4,2,0.2404890830508889,0.3395362158296236
R0222,18-34,Woman,Bachelor+,South,Over $80k,Somewhat oppose,0,Retirement security,5,2,0.299432857526027,0.35179754999887203
R0223,50-64,Man,Bachelor+,West,Over $80k,Somewhat oppose,0,Job loss / automation,5,2,0.2141650169574414,0.9594669989022951
R0224,18-34,Man,Bachelor+,South,$40k–$80k,Somewhat oppose,0,Housing costs,5,3,0.3429895373265011,0.3395362158296236
R0225,50-64,Woman,Bachelor+,South,Under $40k,Somewhat oppose,0,Healthcare costs,4,2,0.3543436937742045,1.1077097924645887
R0226,18-34,Man,Bachelor+,Midwest,Over $80k,Somewhat oppose,0,Housing costs,5,2,0.2689414213699951,0.37015253338017146
R0227,18-34,Woman,No college,Midwest,Over $80k,Neither,1,Healthcare costs,4,2,0.389360766050778,1.257464891632872
R0228,50-64,Man,Bachelor+,West,Over $80k,Somewhat oppose,1,Housing costs,4,2,0.2141650169574414,0.9594669989022951
R0229,35-49,Man,Bachelor+,Northeast,$40k–$80k,Neither,1,Wages not keeping up,4,2,0.3543436937742045,0.7291893502144638
R0230,50-64,Man,Bachelor+,Midwest,Over $80k,Strongly oppose,1,Wages not keeping up,4,2,0.2058703718009473,1.1655043815174555
R0231,50-64,Woman,No college,South,Over $80k,Somewhat oppose,0,Job loss / automation,3,2,0.2788848219771369,3.1629327645290637
R0232,18-34,Woman,Some college,South,Over $80k,Somewhat oppose,0,Job loss / automation,4,1,0.389360766050778,0.636678733807699
R0233,35-49,Woman,Bachelor+,South,Over $80k,Somewhat oppose,0,Wages not keeping up,4,2,0.2689414213699951,0.6623922010494621
R0234,50-64,Man,Bachelor+,South,Over $80k,Somewhat oppose,0,Job loss / automation,4,2,0.1824255238063563,1.0691023606390948
R0235,35-49,Woman,No college,South,$40k–$80k,Neither,0,Job loss / automation,3,1,0.4378234991142019,2.1718190902476184
R0236,18-34,Man,Bachelor+,Midwest,Over $80k,Somewhat oppose,0,Housing costs,4,2,0.2689414213699951,0.37015253338017146
R0237,18-34,Man,Bachelor+,Midwest,$40k–$80k,Neither,1,Healthcare costs,3,2,0.3775406687981454,0.37015253338017146
R0238,65+,Woman,Bachelor+,West,Over $80k,Somewhat oppose,0,Job loss / automation,4,1,0.2314752165009823,2.603790818324769
R0239,50-64,Man,Bachelor+,Northeast,Over $80k,Somewhat oppose,0,Housing costs,5,2,0.2141650169574414,1.2194137891625592
R0240,18-34,Man,Bachelor+,Northeast,Under $40k,Neither,0,Healthcare costs,4,2,0.41338242108267,0.3872736220086664
R0241,35-49,Man,Bachelor+,West,Over $80k,Somewhat oppose,0,Retirement security,4,3,0.2497398944048823,0.5737454535119403
R0242,18-34,Man,Bachelor+,South,Over $80k,Strongly oppose,0,Housing costs,5,3,0.2404890830508889,0.3395362158296236
R0243,50-64,Man,Bachelor+,West,$40k–$80k,Somewhat oppose,1,Healthcare costs,4,3,0.3100255188723875,0.9594669989022951
R0244,18-34,Woman,Bachelor+,West,$40k–$80k,Neither,0,Housing costs,4,2,0.4625701546562504,0.31572106838939346
R0245,35-49,Woman,Bachelor+,South,$40k–$80k,Neither,1,Wages not keeping up,3,3,0.3775406687981454,0.6623922010494621
R0246,18-34,Woman,Bachelor+,South,Over $80k,Somewhat oppose,0,Healthcare costs,3,3,0.299432857526027,0.35179754999887203
R0247,18-34,Man,Some college,South,Over $80k,Somewhat oppose,0,Job loss / automation,4,1,0.320821300824607,0.6144883270987976
R0248,18-34,Man,Bachelor+,West,Over $80k,Somewhat oppose,0,Housing costs,5,1,0.2788848219771369,0.31572106838939346
R0249,18-34,Man,Bachelor+,South,Over $80k,Somewhat oppose,0,Wages not keeping up,4,2,0.2404890830508889,0.3395362158296236
R0250,18-34,Man,Bachelor+,South,$40k–$80k,Somewhat oppose,0,Healthcare costs,4,1,0.3429895373265011,0.3395362158296236
R0251,18-34,Woman,Bachelor+,West,Over $80k,Neither,0,Healthcare costs,3,3,0.3429895373265012,0.31572106838939346
R0252,18-34,Man,Bachelor+,Northeast,Over $80k,Somewhat oppose,1,Retirement security,4,2,0.2788848219771369,0.3872736220086664
R0253,18-34,Man,Bachelor+,South,Over $80k,Somewhat oppose,0,Wages not keeping up,5,2,0.2404890830508889,0.3395362158296236
R0254,18-34,Man,Bachelor+,West,Over $80k,Somewhat oppose,0,Job loss / automation,5,2,0.2788848219771369,0.31572106838939346
R0255,18-34,Woman,Bachelor+,South,Over $80k,Neither,0,Healthcare costs,2,2,0.299432857526027,0.35179754999887203
R0256,35-49,Woman,Bachelor+,West,Under $40k,Neither,0,Wages not keeping up,3,2,0.4501660026875221,0.5944645532886987
R0257,18-34,Man,Bachelor+,South,Over $80k,Somewhat oppose,0,Wages not keeping up,5,1,0.2404890830508889,0.3395362158296236
R0258,35-49,Woman,Bachelor+,Northeast,Over $80k,Somewhat oppose,0,Job loss / automation,4,2,0.3100255188723875,0.7555218410616938
R0259,18-34,Woman,Bachelor+,Midwest,Over $80k,Somewhat oppose,0,Wages not keeping up,4,2,0.3318122278318339,0.3835194842200946
R0260,18-34,Woman,No college,West,Over $80k,Neither,0,Retirement security,5,2,0.401312339887548,1.035170768066239
R0261,18-34,Man,Bachelor+,Northeast,,Somewhat oppose,1,Healthcare costs,3,3,0.389360766050778,0.3872736220086664
R0262,35-49,Man,Some college,Midwest,,Somewhat oppose,1,Wages not keeping up,4,2,0.320821300824607,1.261335616876646
R0263,50-64,Man,Bachelor+,Midwest,Over $80k,Somewhat oppose,1,Housing costs,5,1,0.2058703718009473,1.1655043815174555
R0264,18-34,Man,Bachelor+,West,Over $80k,Somewhat oppose,1,Housing costs,4,2,0.2788848219771369,0.31572106838939346
R0265,50-64,Woman,No college,South,Over $80k,Somewhat oppose,0,Housing costs,4,1,0.2788848219771369,3.1629327645290637
R0266,18-34,Man,Bachelor+,Northeast,Under $40k,Neither,1,Wages not keeping up,3,1,0.41338242108267,0.3872736220086664
R0267,50-64,Man,Bachelor+,South,Over $80k,Somewhat oppose,1,Housing costs,5,3,0.1824255238063563,1.0691023606390948
R0268,18-34,Man,Bachelor+,Midwest,$40k–$80k,Neither,0,Housing costs,4,1,0.3775406687981454,0.37015253338017146
R0269,18-34,Man,Bachelor+,South,Over $80k,Somewhat oppose,0,Wages not keeping up,5,2,0.2404890830508889,0.3395362158296236
R0270,18-34,Man,Bachelor+,Northeast,$40k–$80k,Neither,0,Housing costs,3,2,0.389360766050778,0.3872736220086664
R0271,50-64,Man,Some college,South,Over $80k,Somewhat oppose,0,Retirement security,4,1,0.2497398944048824,1.9348478614609572
R0272,35-49,Man,Some college,South,Over $80k,Somewhat oppose,0,Housing costs,4,2,0.289050497374996,1.1570071352329754
R0273,35-49,Woman,Bachelor+,Northeast,,Neither,1,Healthcare costs,3,3,0.4501660026875221,0.7555218410616938
R0274,18-34,Man,Bachelor+,Northeast,Under $40k,Neither,0,Job loss / automation,3,2,0.41338242108267,0.3872736220086664
R0275,18-34,Woman,Some college,Northeast,Under $40k,Strongly support,0,Healthcare costs,4,3,0.5866175789173301,0.7261931652714344
R0276,18-34,Man,Bachelor+,South,Over $80k,Somewhat oppose,0,Housing costs,4,1,0.2404890830508889,0.3395362158296236
R0277,35-49,Man,Some college,West,Over $80k,Strongly oppose,0,Wages not keeping up,4,2,0.3318122278318339,1.0383572281020084
R0278,18-34,Woman,Bachelor+,South,$40k–$80k,Somewhat oppose,1,Wages not keeping up,3,3,0.41338242108267,0.35179754999887203
R0279,18-34,Woman,Bachelor+,South,Over $80k,Somewhat oppose,1,Wages not keeping up,4,1,0.299432857526027,0.35179754999887203
R0280,50-64,Man,No college,South,$40k–$80k,Somewhat oppose,0,Wages not keeping up,4,3,0.3208213008246071,3.1629327645290637
R0281,18-34,Man,Some college,Midwest,Under $40k,Neither,0,Healthcare costs,4,4,0.5,0.6698973493958539
R0282,65+,Woman,Bachelor+,South,$40k–$80k,Somewhat oppose,0,Job loss / automation,4,3,0.289050497374996,2.901318037687803
R0283,35-49,Woman,Some college,South,Over $80k,Somewhat support,0,Wages not keeping up,4,2,0.3543436937742045,1.1987889848852524
R0284,50-64,Woman,Bachelor+,South,,Somewhat oppose,0,Healthcare costs,4,2,0.2314752165009823,1.1077097924645887
R0285,50-64,Man,No college,South,Over $80k,Somewhat oppose,0,Wages not keeping up,4,1,0.2227001388253088,3.1629327645290637
R0286,18-34,Woman,Bachelor+,South,Over $80k,Somewhat oppose,0,Retirement security,4,2,0.299432857526027,0.35179754999887203
R0287,18-34,Woman,Bachelor+,West,Over $80k,Neither,1,Healthcare costs,4,2,0.3429895373265012,0.31572106838939346
R0288,18-34,Woman,Some college,West,Under $40k,Neither,1,Retirement security,3,2,0.5866175789173301,0.5713879760084106
R0289,35-49,Woman,Some college,South,,Neither,1,Wages not keeping up,3,1,0.47502081252106,1.1987889848852524
R0290,50-64,Woman,Bachelor+,Midwest,Over $80k,Somewhat oppose,0,Job loss / automation,5,1,0.259225100817846,1.207593083786198
R0291,18-34,Woman,Bachelor+,West,Over $80k,Somewhat oppose,0,Wages not keeping up,4,3,0.3429895373265012,0.31572106838939346
R0292,35-49,Man,Some college,Midwest,Over $80k,Strongly oppose,1,Retirement security,4,3,0.320821300824607,1.261335616876646
R0293,35-49,Man,Bachelor+,West,Under $40k,Somewhat oppose,0,Healthcare costs,4,1,0.3775406687981454,0.5737454535119403
R0294,35-49,Man,Bachelor+,South,,Somewhat oppose,0,Wages not keeping up,4,2,0.2141650169574414,0.6393055930608685
R0295,65+,Man,Bachelor+,South,$40k–$80k,Somewhat oppose,0,Housing costs,4,1,0.2314752165009823,2.800197293693219
R0296,35-49,Man,Bachelor+,West,Under $40k,Neither,0,Wages not keeping up,4,1,0.3775406687981454,0.5737454535119403
R0297,18-34,Man,Bachelor+,South,Over $80k,Somewhat oppose,0,Job loss / automation,5,1,0.2404890830508889,0.3395362158296236
R0298,18-34,Woman,Bachelor+,South,Over $80k,Somewhat oppose,0,Wages not keeping up,4,2,0.299432857526027,0.35179754999887203
R0299,18-34,Woman,Bachelor+,South,$40k–$80k,Somewhat oppose,0,Healthcare costs,4,3,0.41338242108267,0.35179754999887203
R0300,18-34,Woman,Bachelor+,Northeast,Over $80k,Somewhat oppose,0,Healthcare costs,4,1,0.3429895373265012,0.40125884971929787
R0301,35-49,Woman,No college,West,Over $80k,Somewhat oppose,1,Job loss / automation,4,2,0.3658644089891993,1.9491012473613227
R0302,18-34,Woman,No college,Midwest,Under $40k,Somewhat support,1,Job loss / automation,3,2,0.5374298453437496,1.257464891632872
R0303,35-49,Woman,Bachelor+,West,,Somewhat oppose,0,Healthcare costs,4,2,0.3100255188723875,0.5944645532886987
R0304,18-34,Man,Some college,Midwest,Over $80k,Somewhat oppose,0,Retirement security,4,2,0.3543436937742045,0.6698973493958539
R0305,18-34,Woman,Some college,South,,Neither,0,Job loss / automation,3,3,0.5124973964842103,0.636678733807699
R0306,18-34,Man,Bachelor+,West,Over $80k,Somewhat oppose,0,Housing costs,5,2,0.2788848219771369,0.31572106838939346
R0307,18-34,Woman,Bachelor+,West,Over $80k,Neither,0,Healthcare costs,3,2,0.3429895373265012,0.31572106838939346
R0308,18-34,Man,Bachelor+,Northeast,Over $80k,Somewhat oppose,0,Retirement security,4,2,0.2788848219771369,0.3872736220086664
R0309,18-34,Man,Some college,West,Over $80k,Neither,1,Housing costs,3,2,0.3658644089891993,0.5514731729799301
R0310,35-49,Man,No college,South,Over $80k,Strongly oppose,0,Wages not keeping up,5,1,0.259225100817846,2.096123851264957
R0311,18-34,Woman,Bachelor+,South,Over $80k,Somewhat oppose,0,Job loss / automation,3,2,0.299432857526027,0.35179754999887203
R0312,18-34,Woman,Bachelor+,Northeast,$40k–$80k,Neither,0,Retirement security,3,2,0.4625701546562504,0.40125884971929787
R0313,35-49,Man,Bachelor+,Midwest,$40k–$80k,Neither,1,Healthcare costs,4,2,0.3429895373265011,0.6969524128593626
R0314,18-34,Woman,Some college,Northeast,Over $80k,Neither,1,Housing costs,4,3,0.4378234991142019,0.7261931652714344
R0315,18-34,Man,Some college,Northeast,,Neither,1,Healthcare costs,5,2,0.3658644089891993,0.7008828779461082
R0316,35-49,Woman,Some college,South,Over $80k,Somewhat oppose,0,Job loss / automation,4,3,0.3543436937742045,1.1987889848852524
R0317,18-34,Woman,Bachelor+,South,$40k–$80k,Neither,1,Job loss / automation,4,2,0.41338242108267,0.35179754999887203
R0318,35-49,Man,Bachelor+,West,Over $80k,Somewhat oppose,0,Wages not keeping up,4,3,0.2497398944048823,0.5737454535119403
R0319,18-34,Man,Bachelor+,Midwest,Over $80k,Somewhat oppose,1,Job loss / automation,4,2,0.2689414213699951,0.37015253338017146
R0320,18-34,Woman,Bachelor+,West,Over $80k,Somewhat oppose,0,Wages not keeping up,4,2,0.3429895373265012,0.31572106838939346
R0321,35-49,Man,Bachelor+,West,Over $80k,Strongly oppose,0,Wages not keeping up,5,1,0.2497398944048823,0.5737454535119403
R0322,18-34,Man,No college,West,Over $80k,Neither,0,Job loss / automation,4,2,0.3318122278318339,0.9990915665210944
R0323,35-49,Woman,No college,Northeast,$40k–$80k,Neither,0,Healthcare costs,5,2,0.4875026035157896,2.477167990379596
R0324,35-49,Woman,Some college,West,Under $40k,Somewhat support,0,Healthcare costs,4,2,0.549833997312478,1.0758543914891445
R0325,18-34,Man,Bachelor+,South,$40k–$80k,Somewhat oppose,0,Retirement security,4,1,0.3429895373265011,0.3395362158296236
R0326,18-34,Man,Bachelor+,Midwest,$40k–$80k,Neither,0,Housing costs,3,3,0.3775406687981454,0.37015253338017146
R0327,50-64,Woman,Bachelor+,West,$40k–$80k,Somewhat oppose,0,Job loss / automation,3,2,0.3775406687981454,0.994115277788133
R0328,50-64,Woman,Bachelor+,Midwest,Over $80k,Somewhat oppose,1,Wages not keeping up,5,2,0.259225100817846,1.207593083786198
R0329,18-34,Man,Bachelor+,Midwest,Over $80k,Somewhat oppose,1,Retirement security,5,2,0.2689414213699951,0.37015253338017146
R0330,18-34,Man,No college,South,Under $40k,Neither,1,Housing costs,4,3,0.425557483188341,1.1132547065030258
R0331,35-49,Man,Bachelor+,South,Over $80k,Somewhat oppose,0,Job loss / automation,5,1,0.2141650169574414,0.6393055930608685
R0332,35-49,Woman,Some college,South,Over $80k,Somewhat oppose,1,Wages not keeping up,3,2,0.3543436937742045,1.1987889848852524
R0333,35-49,Woman,Bachelor+,West,Over $80k,Somewhat oppose,0,Wages not keeping up,5,2,0.3100255188723875,0.5944645532886987
R0334,50-64,Man,Bachelor+,West,Over $80k,Somewhat oppose,0,Job loss / automation,5,3,0.2141650169574414,0.9594669989022951
R0335,50-64,Man,Bachelor+,Midwest,$40k–$80k,Somewhat oppose,0,Housing costs,4,1,0.299432857526027,1.1655043815174555
R0336,18-34,Woman,Bachelor+,Midwest,Over $80k,Somewhat oppose,1,Job loss / automation,5,3,0.3318122278318339,0.3835194842200946
R0337,35-49,Man,No college,South,Under $40k,Neither,1,Job loss / automation,4,3,0.389360766050778,2.096123851264957
R0338,35-49,Man,Bachelor+,West,$40k–$80k,Somewhat oppose,0,Wages not keeping up,4,3,0.3543436937742045,0.5737454535119403
R0339,18-34,Woman,Bachelor+,Northeast,$40k–$80k,Somewhat support,1,Housing costs,4,3,0.4625701546562504,0.40125884971929787
R0340,18-34,Man,Bachelor+,Midwest,Over $80k,Strongly oppose,0,Job loss / automation,4,1,0.2689414213699951,0.37015253338017146
R0341,18-34,Woman,Some college,West,Over $80k,Neither,0,Housing costs,4,3,0.4378234991142019,0.5713879760084106
R0342,18-34,Woman,Bachelor+,West,,Neither,0,Retirement security,3,2,0.4625701546562504,0.31572106838939346
R0343,18-34,Woman,Bachelor+,South,Over $80k,Neither,1,Housing costs,4,1,0.299432857526027,0.35179754999887203
R0344,18-34,Woman,Some college,Northeast,,Somewhat oppose,0,Housing costs,3,2,0.4378234991142019,0.7261931652714344
R0345,18-34,Man,Some college,South,Over $80k,Somewhat oppose,1,Wages not keeping up,4,1,0.320821300824607,0.6144883270987976
R0346,18-34,Man,No college,South,$40k–$80k,Neither,0,Job loss / automation,4,2,0.401312339887548,1.1132547065030258
R0347,35-49,Woman,Bachelor+,Midwest,Over $80k,Somewhat oppose,1,Wages not keeping up,5,1,0.299432857526027,0.7221207632023516
R0348,50-64,Woman,Bachelor+,West,$40k–$80k,Somewhat oppose,0,Healthcare costs,4,2,0.3775406687981454,0.994115277788133
R0349,18-34,Man,Bachelor+,Midwest,Over $80k,Somewhat oppose,0,Wages not keeping up,5,1,0.2689414213699951,0.37015253338017146
R0350,50-64,Woman,Bachelor+,West,$40k–$80k,Neither,0,Housing costs,4,1,0.3775406687981454,0.994115277788133
R0351,18-34,Woman,No college,West,$40k–$80k,Neither,1,Retirement security,3,3,0.52497918747894,1.035170768066239
R0352,65+,Man,Bachelor+,Midwest,Over $80k,Strongly oppose,0,Wages not keeping up,3,2,0.1750862681640398,3.0526938626922555
R0353,35-49,Man,No college,Northeast,Over $80k,Somewhat oppose,0,Housing costs,5,1,0.299432857526027,2.390830309734841
R0354,35-49,Woman,No college,South,Over $80k,Neither,1,Housing costs,4,2,0.320821300824607,2.1718190902476184
R0355,18-34,Woman,Bachelor+,Northeast,Over $80k,Neither,1,Wages not keeping up,5,1,0.3429895373265012,0.40125884971929787
R0356,18-34,Woman,Bachelor+,West,,Somewhat oppose,0,Healthcare costs,4,1,0.3429895373265012,0.31572106838939346
R0357,35-49,Man,No college,Midwest,Over $80k,Somewhat oppose,1,Healthcare costs,4,3,0.289050497374996,2.285133419209863
R0358,35-49,Man,No college,Midwest,Over $80k,Neither,0,Wages not keeping up,5,2,0.289050497374996,2.285133419209863
R0359,35-49,Woman,Some college,Northeast,Under $40k,Neither,1,Housing costs,2,4,0.549833997312478,1.367333823481043
R0360,18-34,Woman,Bachelor+,Midwest,$40k–$80k,Neither,1,Wages not keeping up,3,2,0.4501660026875221,0.3835194842200946
R0361,35-49,Woman,No college,West,Over $80k,Somewhat oppose,0,Housing costs,5,2,0.3658644089891993,1.9491012473613227
R0362,18-34,Woman,Bachelor+,South,Over $80k,Somewhat oppose,1,Wages not keeping up,4,2,0.299432857526027,0.35179754999887203
R0363,18-34,Man,Bachelor+,West,Over $80k,Somewhat oppose,1,Wages not keeping up,4,1,0.2788848219771369,0.31572106838939346
R0364,35-49,Woman,Bachelor+,Midwest,Over $80k,Somewhat oppose,0,Retirement security,4,3,0.299432857526027,0.7221207632023516
R0365,35-49,Woman,Bachelor+,South,Over $80k,Somewhat oppose,0,Retirement security,5,2,0.2689414213699951,0.6623922010494621
R0366,35-49,Woman,Bachelor+,South,Under $40k,Neither,0,Retirement security,3,2,0.401312339887548,0.6623922010494621
R0367,18-34,Man,Some college,West,Under $40k,Neither,1,Job loss / automation,3,3,0.5124973964842103,0.5514731729799301
R0368,35-49,Man,Bachelor+,West,Over $80k,Somewhat oppose,0,Healthcare costs,4,1,0.2497398944048823,0.5737454535119403
R0369,18-34,Woman,No college,Midwest,Over $80k,Somewhat oppose,0,Job loss / automation,3,2,0.389360766050778,1.257464891632872
R0370,18-34,Man,Bachelor+,South,Over $80k,Somewhat oppose,1,Wages not keeping up,5,2,0.2404890830508889,0.3395362158296236
R0371,18-34,Woman,Some college,West,Over $80k,Somewhat oppose,1,Wages not keeping up,3,3,0.4378234991142019,0.5713879760084106
R0372,50-64,Man,Bachelor+,South,Over $80k,Somewhat oppose,0,Job loss / automation,5,3,0.1824255238063563,1.0691023606390948
R0373,18-34,Woman,Some college,West,$40k–$80k,Somewhat support,1,Job loss / automation,2,2,0.5621765008857981,0.5713879760084106
R0374,18-34,Man,Bachelor+,West,Over $80k,Somewhat oppose,0,Job loss / automation,3,2,0.2788848219771369,0.31572106838939346
R0375,35-49,Woman,Some college,Midwest,Over $80k,Somewhat oppose,0,Healthcare costs,4,3,0.389360766050778,1.306884977378032
R0376,18-34,Woman,Some college,Northeast,Over $80k,Neither,1,Job loss / automation,4,2,0.4378234991142019,0.7261931652714344
R0377,18-34,Woman,Bachelor+,West,Under $40k,Neither,0,Wages not keeping up,4,2,0.4875026035157896,0.31572106838939346
R0378,18-34,Woman,No college,West,Over $80k,Strongly oppose,0,Healthcare costs,3,1,0.401312339887548,1.035170768066239
R0379,35-49,Woman,Bachelor+,South,,Somewhat oppose,0,Job loss / automation,4,1,0.2689414213699951,0.6623922010494621
R0380,35-49,Woman,Bachelor+,Northeast,Over $80k,Somewhat oppose,1,Wages not keeping up,4,1,0.3100255188723875,0.7555218410616938
R0381,18-34,Man,Bachelor+,South,Over $80k,Somewhat oppose,1,Wages not keeping up,4,2,0.2404890830508889,0.3395362158296236
R0382,35-49,Man,No college,South,$40k–$80k,Somewhat oppose,1,Job loss / automation,3,2,0.3658644089891993,2.096123851264957
R0383,18-34,Woman,Bachelor+,South,$40k–$80k,Neither,1,Wages not keeping up,4,2,0.41338242108267,0.35179754999887203
R0384,18-34,Man,Some college,South,$40k–$80k,Neither,1,Healthcare costs,4,1,0.4378234991142019,0.6144883270987976
R0385,35-49,Woman,No college,West,Over $80k,Somewhat oppose,1,Housing costs,4,2,0.3658644089891993,1.9491012473613227
R0386,35-49,Woman,Bachelor+,Midwest,$40k–$80k,Neither,0,Job loss / automation,3,2,0.41338242108267,0.7221207632023516
R0387,35-49,Man,Some college,South,Over $80k,Somewhat oppose,1,Retirement security,4,3,0.289050497374996,1.1570071352329754
R0388,18-34,Woman,Bachelor+,South,Over $80k,Somewhat oppose,0,Retirement security,4,1,0.299432857526027,0.35179754999887203
R0389,18-34,Woman,Bachelor+,Northeast,Over $80k,Somewhat oppose,0,Job loss / automation,5,1,0.3429895373265012,0.40125884971929787
R0390,35-49,Woman,Some college,Midwest,$40k–$80k,Neither,0,Retirement security,2,2,0.5124973964842103,1.306884977378032
R0391,35-49,Man,Bachelor+,South,$40k–$80k,Somewhat oppose,0,Job loss / automation,4,2,0.3100255188723875,0.6393055930608685
R0392,18-34,Woman,Bachelor+,Midwest,Over $80k,Neither,0,Housing costs,3,2,0.3318122278318339,0.3835194842200946
R0393,18-34,Man,Some college,Northeast,Over $80k,Somewhat oppose,1,Job loss / automation,5,2,0.3658644089891993,0.7008828779461082
R0394,35-49,Man,Bachelor+,Midwest,Over $80k,Somewhat oppose,0,Housing costs,4,3,0.2404890830508889,0.6969524128593626
R0395,35-49,Man,No college,West,Over $80k,Somewhat oppose,0,Healthcare costs,5,2,0.299432857526027,1.8811684782909501
R0396,50-64,Woman,No college,South,Over $80k,Somewhat oppose,0,Job loss / automation,4,3,0.2788848219771369,3.1629327645290637
R0397,18-34,Man,Bachelor+,South,Under $40k,Neither,1,Wages not keeping up,4,3,0.3658644089891993,0.3395362158296236
R0398,50-64,Woman,Bachelor+,Northeast,Over $80k,Somewhat oppose,0,Job loss / automation,5,1,0.2689414213699951,1.263449268332222
R0399,50-64,Woman,Bachelor+,Northeast,Over $80k,Somewhat oppose,0,Job loss / automation,5,2,0.2689414213699951,1.263449268332222
R0400,50-64,Man,No college,South,Over $80k,Somewhat oppose,1,Healthcare costs,4,1,0.2227001388253088,3.1629327645290637
R0401,18-34,Man,Bachelor+,South,$40k–$80k,Neither,0,Job loss / automation,5,2,0.3429895373265011,0.3395362158296236
R0402,35-49,Woman,Bachelor+,Northeast,Over $80k,Somewhat oppose,0,Retirement security,5,2,0.3100255188723875,0.7555218410616938
R0403,50-64,Woman,Some college,South,Over $80k,Neither,0,Job loss / automation,4,3,0.3100255188723875,2.004719100786816
R0404,65+,Man,Bachelor+,South,,Somewhat oppose,1,Retirement security,4,3,0.1544652650835346,2.800197293693219
R0405,18-34,Woman,Some college,South,$40k–$80k,Somewhat support,1,Retirement security,3,2,0.5124973964842103,0.636678733807699
R0406,35-49,Woman,Some college,South,Over $80k,Neither,0,Healthcare costs,3,3,0.3543436937742045,1.1987889848852524
R0407,35-49,Woman,Bachelor+,West,Under $40k,Neither,1,Wages not keeping up,4,2,0.4501660026875221,0.5944645532886987
R0408,35-49,Woman,Some college,Midwest,Over $80k,Neither,0,Wages not keeping up,4,2,0.389360766050778,1.306884977378032
R0409,50-64,Woman,Some college,South,Over $80k,Somewhat oppose,0,Wages not keeping up,4,2,0.3100255188723875,2.004719100786816
R0410,18-34,Woman,Some college,South,$40k–$80k,Neither,0,Wages not keeping up,4,3,0.5124973964842103,0.636678733807699
R0411,18-34,Man,Bachelor+,South,Over $80k,Somewhat oppose,1,Healthcare costs,4,2,0.2404890830508889,0.3395362158296236
R0412,18-34,Man,Bachelor+,Midwest,Over $80k,Strongly oppose,0,Wages not keeping up,3,2,0.2689414213699951,0.37015253338017146
R0413,18-34,Woman,Bachelor+,South,Over $80k,Somewhat oppose,1,Retirement security,5,2,0.299432857526027,0.35179754999887203
R0414,18-34,Woman,No college,West,,Somewhat support,0,Retirement security,5,3,0.52497918747894,1.035170768066239
R0415,18-34,Woman,Bachelor+,Midwest,Over $80k,Somewhat oppose,0,Healthcare costs,4,1,0.3318122278318339,0.3835194842200946
R0416,35-49,Man,Bachelor+,South,Under $40k,Neither,0,Wages not keeping up,5,2,0.3318122278318339,0.6393055930608685
R0417,18-34,Man,Bachelor+,South,$40k–$80k,Somewhat oppose,0,Healthcare costs,4,3,0.3429895373265011,0.3395362158296236
R0418,18-34,Woman,Bachelor+,South,Over $80k,Somewhat oppose,0,Job loss / automation,4,4,0.299432857526027,0.35179754999887203
R0419,35-49,Man,Bachelor+,Midwest,Over $80k,Somewhat oppose,0,Healthcare costs,4,1,0.2404890830508889,0.6969524128593626
R0420,18-34,Woman,Bachelor+,Midwest,$40k–$80k,Neither,0,Healthcare costs,3,2,0.4501660026875221,0.3835194842200946
R0421,35-49,Man,Some college,West,Over $80k,Somewhat oppose,0,Job loss / automation,5,1,0.3318122278318339,1.0383572281020084
R0422,18-34,Woman,Bachelor+,South,,Neither,0,Healthcare costs,5,2,0.299432857526027,0.35179754999887203
R0423,50-64,Woman,Bachelor+,South,Over $80k,Somewhat oppose,0,Wages not keeping up,5,2,0.2314752165009823,1.1077097924645887
R0424,65+,Woman,Bachelor+,West,Over $80k,Somewhat oppose,0,Wages not keeping up,4,2,0.2314752165009823,2.603790818324769
R0425,35-49,Man,Some college,West,Over $80k,Somewhat oppose,1,Housing costs,4,2,0.3318122278318339,1.0383572281020084
R0426,18-34,Man,Bachelor+,West,Over $80k,Somewhat oppose,1,Retirement security,4,2,0.2788848219771369,0.31572106838939346
R0427,35-49,Woman,Bachelor+,South,Over $80k,Somewhat oppose,1,Healthcare costs,4,3,0.2689414213699951,0.6623922010494621
R0428,18-34,Man,No college,West,Over $80k,Somewhat oppose,0,Retirement security,4,2,0.3318122278318339,0.9990915665210944
R0429,18-34,Man,Bachelor+,Northeast,$40k–$80k,Somewhat oppose,0,Job loss / automation,4,2,0.389360766050778,0.3872736220086664
